0;0;0;10084;-1848;12380
0;0;0;10076;-1736;12636
0;0;0;9940;-1760;12604
0;0;0;9940;-1760;12604
0;0;0;9912;-1856;12532
0;0;0;10052;-1828;12632
0;0;0;10096;-1788;12464
0;0;0;10004;-1824;12520
0;0;0;10004;-1780;12468
0;0;0;9940;-1792;12616
0;0;0;10032;-1860;12572
0;0;0;9960;-1892;12508
0;0;0;10012;-1920;12508
0;0;0;10012;-1920;12508
0;0;0;10048;-1936;12560
0;0;0;10064;-1856;12548
0;0;0;10024;-1812;12488
0;0;0;9956;-1892;12572
0;0;0;9940;-1852;12632
0;0;0;9952;-1832;12576
0;0;0;9968;-1852;12504
0;0;0;10072;-1664;12568
0;0;0;10108;-1804;12496
0;0;0;10108;-1804;12496
0;0;0;9968;-1792;12628
0;0;0;10052;-1880;12644
0;0;0;9992;-1876;12632
0;0;0;9928;-1896;12628
0;0;0;10048;-1932;12488
0;0;0;10076;-1932;12544
0;0;0;10064;-1936;12552
0;0;0;10004;-1904;12520
0;0;0;9984;-1904;12544
0;0;0;9984;-1904;12544
0;0;0;9892;-1936;12588
0;0;0;9984;-1904;12524
0;0;0;10120;-1880;12636
0;0;0;10044;-1856;12676
0;0;0;10036;-1784;12608
0;0;0;10024;-1880;12628
0;0;0;10092;-1904;12560
0;0;0;10060;-1860;12432
0;0;0;10060;-1860;12432
0;0;0;10024;-1856;12480
0;0;0;10032;-1804;12516
0;0;0;10000;-1756;12496
0;0;0;10108;-1908;12612
0;0;0;10052;-1852;12556
0;0;0;10048;-1800;12588
0;0;0;10056;-1788;12676
0;0;0;10068;-1832;12712
0;0;0;9896;-1848;12664
0;0;0;9896;-1848;12664
0;0;0;10028;-1868;12568
0;0;0;10108;-1904;12584
0;0;0;10108;-1796;12576
0;0;0;10136;-1876;12564
0;0;0;10016;-1936;12612
0;0;0;10076;-1948;12612
0;0;0;10100;-1852;12592
0;0;0;10008;-1968;12672
0;0;0;10048;-1908;12692
0;0;0;10048;-1908;12692
0;0;0;10084;-1876;12660
0;0;0;10000;-1856;12660
0;0;0;9980;-1920;12552
0;0;0;10084;-1932;12508
0;0;0;10104;-1984;12616
0;0;0;10160;-1920;12720
0;0;0;10152;-1828;12700
0;0;0;10148;-1916;12708
0;0;0;10116;-1952;12588
0;0;0;10116;-1952;12588
0;0;0;10108;-1976;12632
0;0;0;9952;-1900;12572
0;0;0;10036;-1976;12464
0;0;0;10040;-1968;12524
0;0;0;10024;-1916;12684
0;0;0;10084;-1824;12640
0;0;0;10056;-1808;12584
0;0;0;10084;-1828;12560
0;0;0;10092;-1852;12648
0;0;0;10092;-1852;12648
0;0;0;10080;-1852;12532
0;0;0;10080;-1944;12500
0;0;0;10016;-1976;12532
0;0;0;10012;-1940;12688
0;0;0;10056;-1860;12648
0;0;0;10040;-1852;12616
0;0;0;10064;-1896;12692
0;0;0;10020;-1888;12680
0;0;0;10032;-1920;12608
0;0;0;10032;-1920;12608
0;0;0;10076;-1936;12564
0;0;0;10052;-1884;12732
0;0;0;10064;-1880;12628
0;0;0;10008;-1936;12608
0;0;0;10080;-1864;12600
0;0;0;10096;-1824;12652
0;0;0;10060;-1836;12664
0;0;0;10080;-1872;12644
0;0;0;10036;-1876;12636
0;0;0;10036;-1876;12636
0;0;0;10044;-1928;12616
0;0;0;10164;-1928;12572
0;0;0;10012;-1980;12688
0;0;0;10100;-1928;12572
0;0;0;10096;-1840;12692
0;0;0;9984;-1888;12516
0;0;0;9896;-1888;12572
0;0;0;9948;-1960;12632
0;0;0;10024;-2004;12700
0;0;0;10024;-2004;12700
0;0;0;10048;-1976;12592
0;0;0;10008;-1928;12548
0;0;0;10108;-1940;12748
0;0;0;10088;-1912;12768
0;0;0;10028;-1880;12600
0;0;0;9996;-1908;12556
0;0;0;9980;-1848;12584
0;0;0;10056;-1764;12620
0;0;0;10056;-1764;12620
0;0;0;10008;-1876;12640
0;0;0;9996;-1900;12596
0;0;0;10068;-1916;12628
0;0;0;10036;-1844;12544
0;0;0;10040;-1836;12560
0;0;0;10052;-1844;12612
0;0;0;10100;-1876;12604
0;0;0;10028;-1852;12496
0;0;0;10064;-1764;12568
0;0;0;10064;-1764;12568
0;0;0;10052;-1844;12584
0;0;0;10096;-1888;12592
0;0;0;10068;-1848;12636
0;0;0;10108;-1872;12604
0;0;0;10020;-1888;12648
0;0;0;10068;-2000;12556
0;0;0;9992;-1884;12572
0;0;0;9976;-1828;12580
0;0;0;10004;-1948;12620
0;0;0;10004;-1948;12620
0;0;0;9980;-1832;12584
0;0;0;10008;-1856;12424
0;0;0;10028;-1852;12416
0;0;0;10104;-1836;12644
0;0;0;10084;-1908;12620
0;0;0;9932;-1872;12696
0;0;0;10072;-1860;12644
0;0;0;10076;-1940;12588
0;0;0;10024;-1944;12580
0;0;0;10024;-1944;12580
0;0;0;9964;-1944;12580
0;0;0;9988;-1928;12540
0;0;0;10076;-1884;12636
0;0;0;10068;-1860;12664
0;0;0;10032;-1944;12700
0;0;0;9996;-1928;12736
0;0;0;10000;-1900;12660
0;0;0;9972;-1876;12708
0;0;0;9992;-1912;12664
0;0;0;9992;-1912;12664
0;0;0;9832;-1816;12576
0;0;0;9948;-1844;12592
0;0;0;9916;-1944;12744
0;0;0;9952;-1996;12716
0;0;0;9996;-1888;12620
0;0;0;9904;-1844;12548
0;0;0;9976;-1896;12616
0;0;0;9968;-2000;12628
0;0;0;9992;-1920;12588
0;0;0;9992;-1920;12588
0;0;0;9980;-1928;12548
0;0;0;10004;-1980;12620
0;0;0;10072;-1852;12588
0;0;0;10052;-1988;12544
0;0;0;9944;-1844;12540
0;0;0;9872;-1844;12576
0;0;0;10084;-1852;12572
0;0;0;10128;-1876;12488
0;0;0;10008;-2008;12524
0;0;0;10008;-2008;12524
0;0;0;9976;-1988;12664
0;0;0;9904;-1936;12552
0;0;0;9860;-1884;12588
0;0;0;9904;-1924;12696
0;0;0;9960;-1924;12632
0;0;0;9940;-1972;12524
0;0;0;9912;-1872;12624
0;0;0;9964;-1972;12612
0;0;0;9964;-1972;12612
0;0;0;10052;-1956;12672
0;0;0;10048;-2000;12552
0;0;0;9928;-1836;12532
0;0;0;9924;-1816;12544
0;0;0;10008;-1936;12692
0;0;0;10024;-2000;12636
0;0;0;9924;-1856;12644
0;0;0;9924;-1852;12668
0;0;0;9984;-1920;12620
0;0;0;9984;-1920;12620
0;0;0;10036;-1892;12544
0;0;0;9936;-1972;12408
0;0;0;9936;-2012;12476
0;0;0;9964;-1928;12584
0;0;0;9984;-1896;12620
0;0;0;10084;-1904;12656
0;0;0;10080;-1988;12628
0;0;0;10024;-1948;12572
0;0;0;10008;-1960;12540
0;0;0;10008;-1960;12540
0;0;0;10008;-1956;12572
0;0;0;10012;-1968;12552
0;0;0;9968;-1928;12532
0;0;0;10048;-2036;12452
0;0;0;9988;-1988;12544
0;0;0;9876;-1932;12684
0;0;0;9960;-1964;12752
0;0;0;9936;-1932;12632
0;0;0;9996;-1896;12672
0;0;0;9996;-1896;12672
0;0;0;9956;-1884;12676
0;0;0;10024;-1948;12612
0;0;0;10076;-1872;12676
0;0;0;10044;-1908;12508
0;0;0;10060;-1972;12512
0;0;0;9996;-1968;12616
0;0;0;9928;-1952;12516
0;0;0;10024;-1896;12476
0;0;0;9912;-1868;12464
0;0;0;9912;-1868;12464
0;0;0;9912;-1932;12512
0;0;0;9968;-1908;12656
0;0;0;9964;-1896;12604
0;0;0;10020;-1868;12592
0;0;0;9844;-1932;12656
0;0;0;9972;-2000;12692
0;0;0;10040;-1880;12648
0;0;0;9992;-1836;12444
0;0;0;9936;-1768;12532
0;0;0;9936;-1768;12532
0;0;0;9952;-1868;12600
0;0;0;9968;-1864;12608
0;0;0;10032;-1868;12628
0;0;0;10052;-1924;12612
0;0;0;10008;-1996;12548
0;0;0;9972;-2008;12644
0;0;0;10072;-1880;12584
0;0;0;10012;-1984;12564
0;0;0;10024;-1860;12508
0;0;0;10024;-1860;12508
0;0;0;10028;-1892;12480
0;0;0;9932;-1868;12696
0;0;0;9900;-1876;12668
0;0;0;9920;-1972;12776
0;0;0;10000;-1948;12760
0;0;0;10004;-1800;12616
0;0;0;9984;-1864;12604
0;0;0;9968;-1892;12592
0;0;0;9968;-1892;12592
0;0;0;9944;-1904;12660
0;0;0;9832;-1956;12716
0;0;0;9924;-1920;12524
0;0;0;9964;-1940;12396
0;0;0;9928;-1872;12524
0;0;0;9952;-1852;12576
0;0;0;9948;-1896;12680
0;0;0;10060;-1896;12640
0;0;0;10052;-1872;12640
0;0;0;10052;-1872;12640
0;0;0;10016;-1840;12540
0;0;0;10012;-1884;12480
0;0;0;10012;-1904;12472
0;0;0;9932;-1848;12668
0;0;0;10024;-1916;12788
0;0;0;9956;-1892;12724
0;0;0;9992;-1840;12812
0;0;0;10080;-1852;12796
0;0;0;10096;-1888;12588
0;0;0;10096;-1888;12588
0;0;0;10044;-1956;12548
0;0;0;9940;-1916;12592
0;0;0;10004;-1872;12620
0;0;0;10048;-1876;12704
0;0;0;10044;-1868;12724
0;0;0;10020;-1900;12772
0;0;0;10000;-1908;12804
0;0;0;10020;-1836;12728
0;0;0;9984;-1884;12684
0;0;0;9984;-1884;12684
