0;0;263683596
0;50;0
1;30;265683623
1;30;265683686
2;30;265683703
2;30;265683769
0;30;0
0;100;0
1;30;267683809
1;30;267683923
2;30;267683939
2;30;267684055
0;30;0
0;150;0
1;30;269684094
1;30;269684257
2;30;269684274
2;30;269684440
0;30;0
0;200;0
1;30;271684479
1;30;271684692
2;30;271684709
2;30;271684925
0;30;0
0;250;0
1;30;273684964
1;30;273685227
2;30;273685244
2;30;273685510
0;30;0
0;300;0
1;30;275685550
1;30;275685863
2;30;275685880
2;30;275686196
0;30;0
0;350;0
1;30;277686236
1;30;277686599
2;30;277686616
2;30;277686982
0;30;0
0;400;0
1;30;279687023
1;30;279687437
2;30;279687454
2;30;279687870
0;30;0
0;450;0
1;30;281687909
1;30;281688372
2;30;281688389
2;30;281688855
0;30;0
0;500;0
1;30;283688894
1;30;283689408
2;30;283689425
2;30;283689942
0;30;0
0;550;0
1;30;285689981
1;30;285690545
2;30;285690562
2;30;285691128
0;30;0
0;600;0
1;30;287691166
1;30;287691780
2;30;287691797
2;30;287692413
0;30;0
0;600;289692441
