0;0;431431591
0;100;0
1;100;432431617
1;100;432431729
2;100;432431744
2;100;432431857
0;100;0
0;200;0
1;200;434431896
1;200;434432109
2;200;434432124
2;200;434432337
0;200;0
0;300;0
1;300;436432375
1;300;436432687
2;300;436432702
2;300;436433015
0;300;0
0;400;0
1;400;438433055
1;400;438433467
2;400;438433482
2;400;438433895
0;400;0
0;500;0
1;500;440433934
1;500;440434446
2;500;440434461
2;500;440434973
0;500;0
0;600;0
1;600;442435013
1;600;442435626
2;600;442435641
2;600;442436254
0;600;0
0;700;0
1;700;444436292
1;700;444437004
2;700;444437019
2;700;444437730
0;700;0
0;800;0
1;800;446437769
1;800;446438582
2;800;446438597
2;800;446439409
0;800;0
0;900;0
1;900;448439447
1;900;448440359
2;900;448440374
2;900;448441286
0;900;0
0;1000;0
1;1000;450441325
1;1000;450442338
2;1000;450442353
2;1000;450443365
0;1000;0
0;1000;452443394
