0;0;221356854
0;50;0
1;26;223356880
1;26;223356943
2;26;223356960
2;26;223357026
0;26;0
0;100;0
1;26;225357066
1;26;225357179
2;26;225357196
2;26;225357312
0;26;0
0;150;0
1;26;227357351
1;26;227357514
2;26;227357531
2;26;227357697
0;26;0
0;200;0
1;26;229357735
1;26;229357949
2;26;229357968
2;26;229358184
0;26;0
0;250;0
1;26;231358222
1;26;231358485
2;26;231358502
2;26;231358768
0;26;0
0;300;0
1;26;233358807
1;26;233359120
2;26;233359137
2;26;233359453
0;26;0
0;350;0
1;26;235359491
1;26;235359856
2;26;235359873
2;26;235360239
0;26;0
0;400;0
1;26;237360277
1;26;237360691
2;26;237360708
2;26;237361124
0;26;0
0;450;0
1;26;239361162
1;26;239361626
2;26;239361643
2;26;239362109
0;26;0
0;500;0
1;26;241362147
1;26;241362660
2;26;241362677
2;26;241363193
0;26;0
0;550;0
1;26;243363232
1;26;243363796
2;26;243363813
2;26;243364379
0;26;0
0;600;0
1;26;245364418
1;26;245365031
2;26;245365048
2;26;245365664
0;26;0
0;600;247365691
