0;0;4812847
0;50;0
1;30;6812875
1;30;6812938
2;30;6812954
2;30;6813017
0;30;0
0;100;0
1;30;8813058
1;30;8813171
2;30;8813187
2;30;8813300
0;30;0
0;150;0
1;30;10813340
1;30;10813503
2;30;10813520
2;30;10813683
0;30;0
0;200;0
1;30;12813724
1;30;12813936
2;30;12813952
2;30;12814167
0;30;0
0;250;0
1;30;14814206
1;30;14814469
2;30;14814486
2;30;14814749
0;30;0
0;300;0
1;30;16814789
1;30;16815103
2;30;16815119
2;30;16815432
0;30;0
0;350;0
1;30;18815473
1;30;18815835
2;30;18815852
2;30;18816215
0;30;0
0;400;0
1;30;20816255
1;30;20816668
2;30;20816685
2;30;20817099
0;30;0
0;450;0
1;30;22817139
1;30;22817602
2;30;22817619
2;30;22818082
0;30;0
0;500;0
1;30;24818122
1;30;24818635
2;30;24818652
2;30;24819165
0;30;0
0;550;0
1;30;26819205
1;30;26819768
2;30;26819785
2;30;26820348
0;30;0
0;600;0
1;30;28820389
1;30;28821003
2;30;28821020
2;30;28821633
0;30;0
0;600;30821662
