36403236;7864;-120;14188;0
0;7844;-76;14100;0
0;7784;-56;14136;0
0;7736;-84;14172;0
0;7736;-84;14172;0
0;7880;-80;14148;0
0;8008;-20;14060;0
0;7932;-148;14072;0
0;7864;-148;14108;0
0;7840;-148;14080;0
0;7872;-120;14188;0
0;7852;-140;14280;0
0;7900;-72;14212;0
0;7840;-172;13968;0
0;7840;-172;13968;0
0;7848;-212;14132;0
0;7888;-204;14228;0
0;7812;-136;14232;0
0;7916;-108;14084;0
0;7968;-24;14008;0
0;7836;-148;14036;0
0;7796;-208;14116;0
0;7864;-172;14188;0
0;7768;-208;14104;0
0;7768;-208;14104;0
0;7936;-112;14076;0
0;7876;-136;14188;0
0;7844;-132;14256;0
0;8020;-64;14072;0
0;7872;-144;14056;0
0;7864;-200;14040;0
0;7916;-188;14140;0
0;7788;-160;14036;0
0;7796;-160;14140;0
0;7796;-160;14140;0
0;7812;-240;14200;0
0;7832;-208;14124;0
0;7752;-184;14124;0
0;7856;-188;14044;0
0;7792;-148;13976;0
0;7832;-100;14140;0
0;7884;-204;14052;0
0;7872;-156;13956;0
0;7796;-152;14020;0
0;7796;-152;14020;0
0;7800;-156;13964;0
0;7848;-152;14060;0
0;7920;-120;13980;0
0;7828;-172;14020;0
0;7900;-144;14160;0
0;7840;-164;14136;0
0;7924;-140;14144;0
0;7828;-148;14096;0
0;7844;-140;14200;0
0;7844;-140;14200;0
0;7952;-132;14240;0
0;7860;-76;14160;0
0;7856;-112;14228;0
0;7848;-100;14136;0
0;7916;-28;14172;0
0;7880;-136;14052;0
0;7816;-64;14100;0
0;7912;-56;14192;0
0;7996;-96;14188;0
0;7996;-96;14188;0
0;7864;-208;14180;0
0;7872;-68;14060;0
0;7856;-136;14124;0
0;7748;-24;14128;0
0;7740;-80;14112;0
0;7816;-60;14188;0
0;7824;-128;14284;0
0;7904;-116;14172;0
0;7948;-120;14036;0
0;7948;-120;14036;0
0;7916;-108;14096;0
0;7924;-120;14012;0
0;7940;-60;14096;0
0;7948;-104;14152;0
0;7872;-84;14220;0
0;7884;-100;14096;0
0;7828;-136;14252;0
0;7812;-32;14160;0
0;7832;-76;14124;0
0;7832;-76;14124;0
0;7872;-172;14076;0
0;7888;-96;14024;0
0;7920;-120;14160;0
0;7920;-76;14052;0
0;7784;-48;14236;0
0;7880;-140;14204;0
0;7828;-96;14264;0
0;7920;-80;14256;0
0;7920;-80;14256;0
0;7928;-72;14176;0
0;7980;-68;14172;0
0;7976;-72;14148;0
0;7932;-16;14096;0
0;7868;-80;14244;0
0;7888;-20;14128;0
0;7944;-8;14120;0
0;7796;-16;14180;0
0;7752;-76;14080;0
0;7752;-76;14080;0
