0;0;36093866
0;1;0
1;1;38093892
1;1;38593906
2;1;38593922
2;1;39093937
0;1;0
0;2;0
1;2;41093974
1;2;41593988
2;2;41594005
2;2;42094020
0;2;0
0;3;0
1;3;44094057
1;3;44594071
2;3;44594087
2;3;45094101
0;3;0
0;4;0
1;4;47094138
1;4;47594152
2;4;47594168
2;4;48094183
0;4;0
0;5;0
1;5;50094220
1;5;50594234
2;5;50594250
2;5;51094264
0;5;0
0;6;0
1;6;53094303
1;6;53594316
2;6;53594332
2;6;54094346
0;6;0
0;7;0
1;7;56094385
1;7;56594398
2;7;56594414
2;7;57094428
0;7;0
0;8;0
1;8;59094466
1;8;59594479
2;8;59594495
2;8;60094510
0;8;0
0;9;0
1;9;62094548
1;9;62594561
2;9;62594577
2;9;63094592
0;9;0
0;10;0
1;10;65094631
1;10;65594645
2;10;65594662
2;10;66094676
0;10;0
0;11;0
1;11;68094714
1;11;68594729
2;11;68594745
2;11;69094760
0;11;0
0;12;0
1;12;71094798
1;12;71594813
2;12;71594829
2;12;72094843
0;12;0
0;13;0
1;13;74094881
1;13;74594896
2;13;74594912
2;13;75094926
0;13;0
0;14;0
1;14;77094964
1;14;77594979
2;14;77594995
2;14;78095011
0;14;0
0;15;0
1;15;80095049
1;15;80595063
2;15;80595080
2;15;81095094
0;15;0
0;16;0
1;16;83095132
1;16;83595147
2;16;83595163
2;16;84095177
0;16;0
