37003160;9532;-144;13020;0
0;9552;-176;13124;0
0;9508;-132;13076;0
0;9508;-132;13076;0
0;9520;-132;13128;0
0;9580;-60;13056;0
0;9572;-104;12924;0
0;9592;-120;13012;0
0;9612;-168;12976;0
0;9560;-128;12944;0
0;9528;-152;12864;0
0;9628;-76;12924;0
0;9540;-32;13004;0
0;9500;-80;13020;0
0;9500;-80;13020;0
0;9520;-96;13124;0
0;9548;-176;13064;0
0;9524;-164;12964;0
0;9544;-116;13056;0
0;9456;-4;13144;0
0;9584;-40;13056;0
0;9572;-16;13084;0
0;9596;-124;13080;0
0;9628;-212;13016;0
0;9636;-152;13020;0
0;9636;-152;13020;0
0;9636;-116;12892;0
0;9568;-128;12904;0
0;9516;-104;13000;0
0;9540;-84;12980;0
0;9628;-92;12916;0
0;9568;-48;12868;0
0;9544;-68;13020;0
0;9588;56;13024;0
0;9540;-48;12980;0
0;9556;-40;13040;0
0;9556;-40;13040;0
0;9652;-60;13032;0
0;9704;-132;13048;0
0;9628;-124;13156;0
0;9508;-148;13188;0
0;9556;-88;13216;0
0;9644;-168;13052;0
0;9688;-212;13000;0
0;9644;-116;13004;0
0;9644;-88;13004;0
0;9536;-120;13100;0
0;9536;-120;13100;0
0;9648;-216;13008;0
0;9616;-124;12880;0
0;9624;-140;12932;0
0;9604;-52;13044;0
0;9620;-8;12964;0
0;9672;-60;13084;0
0;9544;-60;13036;0
0;9640;-64;13000;0
0;9544;-120;13092;0
0;9612;-128;13004;0
0;9612;-128;13004;0
0;9672;-120;12912;0
0;9512;-116;13068;0
0;9544;-96;13140;0
0;9568;-100;13036;0
0;9572;-72;13112;0
0;9580;-144;13164;0
0;9628;-176;12988;0
0;9448;-80;12988;0
0;9492;-64;12896;0
0;9652;-44;13004;0
0;9652;-44;13004;0
0;9636;-72;13112;0
0;9572;-92;13016;0
0;9592;-44;12980;0
0;9576;-68;12908;0
0;9544;-132;13012;0
0;9496;-156;13000;0
0;9612;-148;13012;0
0;9512;-92;13164;0
0;9524;-152;12984;0
0;9600;-136;12944;0
0;9600;-136;12944;0
0;9556;-72;12964;0
0;9564;-116;12992;0
0;9716;-108;13076;0
0;9672;-164;12872;0
0;9564;-132;12824;0
0;9540;-132;12996;0
0;9600;-144;13108;0
0;9620;-64;13120;0
0;9680;-164;12992;0
0;9676;-216;12900;0
0;9676;-216;12900;0
0;9556;-160;13004;0
0;9564;-168;12972;0
0;9548;-132;13012;0
0;9536;-88;13064;0
0;9556;-176;13056;0
0;9544;-180;13012;0
0;9584;-208;13104;0
0;9552;-188;13028;0
0;9668;-120;13060;0
0;9656;-96;13056;0
0;9656;-96;13056;0
0;9584;-156;12968;0
0;9568;-140;13072;0
0;9528;-60;13016;0
0;9464;-96;12932;0
0;9420;-156;13008;0
0;9468;-64;13020;0
0;9592;-56;12996;0
0;9668;-120;12904;0
0;9588;-68;13012;0
0;9572;-32;13136;0
0;9572;-32;13136;0
0;9608;-104;13212;0
0;9540;-116;13044;0
0;9540;-108;12964;0
0;9540;-76;12948;0
0;9560;-76;12864;0
0;9476;-52;13012;0
0;9604;-100;13072;0
0;9584;-52;13072;0
0;9632;-124;13152;0
0;9588;-28;13124;0
0;9588;-28;13124;0
0;9552;-60;13124;0
0;9428;-120;12984;0
0;9464;-104;12996;0
0;9608;-72;13076;0
0;9612;-160;13056;0
0;9644;-76;13072;0
0;9616;-80;12976;0
0;9600;-96;13160;0
0;9516;-96;13016;0
0;9496;-24;12936;0
0;9496;-24;12936;0
0;9624;-36;13060;0
0;9560;-72;13072;0
0;9556;-76;13064;0
0;9564;-12;12992;0
0;9556;-52;13032;0
0;9560;-92;13092;0
0;9580;-48;13004;0
0;9544;-28;12944;0
0;9516;-76;13000;0
0;9656;-96;12984;0
0;9656;-96;12984;0
0;9592;-128;13036;0
0;9648;-24;13004;0
0;9580;-92;13108;0
0;9496;-88;13044;0
0;9552;-56;13056;0
0;9528;-108;13088;0
0;9572;-120;13104;0
0;9652;-100;13096;0
0;9608;-52;13028;0
0;9596;-116;13072;0
0;9596;-116;13072;0
0;9564;-116;13008;0
0;9568;-92;13000;0
0;9544;-140;12964;0
0;9532;-64;13056;0
0;9492;-96;13008;0
0;9468;-148;12956;0
0;9440;-144;12932;0
0;9492;-124;12956;0
0;9552;-188;13072;0
0;9556;-188;13016;0
0;9556;-188;13016;0
0;9512;-92;13012;0
0;9560;-68;12936;0
0;9624;-116;13020;0
0;9540;-196;13020;0
0;9552;-140;13144;0
0;9500;-104;13048;0
0;9480;-112;13016;0
0;9520;-116;13044;0
0;9612;-52;13040;0
0;9556;-52;12952;0
0;9556;-52;12952;0
0;9544;-80;13016;0
0;9348;-96;13028;0
0;9472;-176;12992;0
0;9460;-120;12944;0
0;9512;-36;12976;0
0;9492;-148;12924;0
0;9612;-144;13096;0
0;9672;-188;13124;0
0;9472;-28;13100;0
0;9488;-4;12900;0
0;9488;-4;12900;0
0;9568;-80;12972;0
0;9524;-128;13044;0
0;9512;-104;13060;0
0;9564;-112;12860;0
0;9632;-156;12852;0
0;9520;-152;12976;0
0;9544;-180;13116;0
0;9504;-156;13004;0
0;9572;-104;12964;0
0;9572;-100;12964;0
0;9572;-100;12964;0
0;9588;-104;12920;0
0;9572;-140;12976;0
0;9492;-112;13088;0
0;9576;-40;13020;0
0;9612;-136;13112;0
0;9540;-184;13076;0
0;9448;-100;13036;0
0;9436;-112;13060;0
0;9464;-160;13092;0
0;9472;-104;13044;0
0;9472;-104;13044;0
0;9432;-136;12996;0
0;9512;-88;12924;0
0;9576;-100;12908;0
0;9580;-128;12984;0
0;9456;-100;13000;0
0;9464;-136;12940;0
0;9508;-152;12948;0
0;9528;-172;12972;0
0;9568;-160;13096;0
0;9564;-168;13076;0
0;9564;-168;13076;0
0;9520;-164;12872;0
0;9548;-84;12880;0
0;9400;-140;13068;0
0;9448;-108;13144;0
0;9628;-108;13068;0
0;9664;-140;12944;0
0;9656;-128;12960;0
0;9572;-132;12976;0
0;9644;-148;12964;0
0;9588;-180;12956;0
0;9588;-180;12956;0
0;9532;-224;12868;0
0;9524;-144;12924;0
0;9488;-112;13068;0
0;9544;-48;13000;0
0;9692;-160;12984;0
0;9564;-124;13044;0
0;9504;-144;12924;0
0;9388;-112;12940;0
0;9372;-160;13032;0
0;9428;-136;12976;0
0;9428;-136;12976;0
0;9528;-92;12924;0
0;9568;-76;13020;0
0;9604;-156;12956;0
0;9440;-136;13012;0
0;9536;-236;12912;0
0;9484;-140;12992;0
0;9564;-144;13072;0
0;9532;-180;13168;0
0;9560;-88;13128;0
0;9592;-160;12976;0
0;9592;-160;12976;0
0;9604;-208;12972;0
0;9560;-112;13040;0
0;9496;-148;13028;0
0;9616;-164;13100;0
0;9640;-112;13068;0
0;9544;-24;12900;0
0;9500;-12;12936;0
0;9532;-120;13132;0
0;9544;-232;13064;0
0;9548;-240;13008;0
0;9548;-240;13008;0
0;9560;-88;13000;0
0;9500;-88;13048;0
0;9560;-172;12948;0
0;9552;-76;12988;0
0;9520;-96;12912;0
0;9484;8;12964;0
0;9520;-88;13036;0
0;9600;-124;12884;0
0;9532;-72;12996;0
0;9588;-80;12968;0
0;9588;-80;12968;0
0;9560;-96;13076;0
0;9496;-148;13188;0
0;9544;-128;13048;0
0;9528;-156;12980;0
0;9616;-8;12992;0
0;9660;-40;13036;0
0;9584;-152;13000;0
0;9500;-76;13044;0
0;9548;-108;13004;0
0;9664;-128;13008;0
0;9664;-128;13008;0
0;9504;-84;12952;0
0;9468;-128;13108;0
0;9540;-4;13032;0
0;9568;-92;13056;0
0;9692;-96;13056;0
0;9568;-108;13092;0
0;9648;-24;13096;0
0;9668;-16;13176;0
0;9576;-152;13076;0
0;9536;-40;13124;0
0;9536;-40;13124;0
0;9600;-20;13160;0
0;9544;0;13076;0
0;9560;64;13084;0
0;9608;-136;12936;0
0;9524;-120;12988;0
0;9444;-72;12912;0
0;9448;-100;13000;0
0;9472;-80;12960;0
0;9544;-56;12924;0
0;9688;-96;13068;0
0;9688;-96;13068;0
0;9660;-160;13088;0
0;9592;-160;12980;0
0;9668;-108;13040;0
0;9640;-124;12988;0
0;9508;-40;13124;0
0;9484;-84;13164;0
0;9564;-84;13168;0
0;9504;-136;13264;0
0;9588;-160;13124;0
0;9568;-92;13132;0
0;9568;-92;13132;0
0;9516;-8;12964;0
0;9504;-88;13028;0
0;9588;-56;13100;0
0;9676;-140;13100;0
0;9544;-56;13144;0
0;9600;-72;13184;0
0;9532;-104;13092;0
0;9548;-108;13036;0
0;9536;-124;13004;0
0;9536;-68;13052;0
0;9536;-68;13052;0
0;9520;-152;13128;0
0;9552;-128;12968;0
0;9536;20;12928;0
0;9540;-56;13068;0
0;9528;-100;13048;0
0;9556;-76;13112;0
0;9572;-84;13212;0
0;9600;-44;13012;0
0;9480;-8;13056;0
0;9488;-72;13064;0
0;9488;-72;13064;0
0;9456;-8;13068;0
0;9492;-60;13180;0
0;9532;-52;13092;0
0;9564;-40;13064;0
0;9544;-88;12960;0
0;9656;-96;12928;0
0;9468;-116;13044;0
0;9488;-96;12956;0
0;9540;-108;13032;0
0;9584;-108;13060;0
0;9584;-108;13060;0
0;9580;-128;13008;0
0;9472;-40;12952;0
