0;0;36525466
0;1;0
1;1;37525495
1;1;38025509
2;1;38025524
2;1;38525539
0;1;0
0;2;0
1;2;39525573
1;2;40025588
2;2;40025603
2;2;40525618
0;2;0
0;3;0
1;3;41525654
1;3;42025668
2;3;42025683
2;3;42525698
0;3;0
0;4;0
1;4;43525733
1;4;44025747
2;4;44025762
2;4;44525777
0;4;0
0;5;0
1;5;45525811
1;5;46025824
2;5;46025839
2;5;46525854
0;5;0
0;6;0
1;6;47525889
1;6;48025904
2;6;48025918
2;6;48525933
0;6;0
0;7;0
1;7;49525966
1;7;50025981
2;7;50025995
2;7;50526010
0;7;0
0;8;0
1;8;51526044
1;8;52026058
2;8;52026073
2;8;52526086
0;8;0
0;9;0
1;9;53526121
1;9;54026135
2;9;54026150
2;9;54526164
0;9;0
0;10;0
1;10;55526198
1;10;56026211
2;10;56026226
2;10;56526241
0;10;0
0;11;0
1;11;57526276
1;11;58026291
2;11;58026306
2;11;58526319
0;11;0
0;12;0
1;12;59526354
1;12;60026369
2;12;60026384
2;12;60526399
0;12;0
0;13;0
1;13;61526435
1;13;62026448
2;13;62026463
2;13;62526475
0;13;0
0;14;0
1;14;63526510
1;14;64026524
2;14;64026539
2;14;64526552
0;14;0
0;15;0
1;15;65526586
1;15;66026601
2;15;66026616
2;15;66526630
0;15;0
0;16;0
1;16;67526666
1;16;68026680
2;16;68026695
2;16;68526710
0;16;0
0;17;0
1;17;69526746
1;17;70026759
2;17;70026774
2;17;70526788
0;17;0
0;18;0
1;18;71526823
1;18;72026838
2;18;72026853
2;18;72526868
0;18;0
0;19;0
1;19;73526904
1;19;74026918
2;19;74026933
2;19;74526948
0;19;0
0;20;0
1;20;75526983
1;20;76026997
2;20;76027012
2;20;76527025
0;20;0
0;21;0
1;21;77527059
1;21;78027074
2;21;78027089
2;21;78527102
0;21;0
0;22;0
1;22;79527137
1;22;80027151
2;22;80027166
2;22;80527178
0;22;0
0;22;81527204
